preamble,stimulus,item,category,rank,true,"score (sum, mean, [list)",params,model
It is false that a girdle is a,clothing.,girdle,clothing,36,-1,"(-12.521156311035156, -6.260578155517578, [-8.922637939453125, -3.5985183715820312])",124439808,gpt2
It is true that a belt is a,clothing.,belt,clothing,37,1,"(-12.747978210449219, -6.373989105224609, [-9.455474853515625, -3.2925033569335938])",124439808,gpt2
It is false that a belt is a,clothing.,belt,clothing,37,-1,"(-12.647483825683594, -6.323741912841797, [-9.674301147460938, -2.9731826782226562])",124439808,gpt2
It is true that a scarf is a,clothing.,scarf,clothing,38,1,"(-11.984222412109375, -5.9921112060546875, [-7.952056884765625, -4.03216552734375])",124439808,gpt2
It is false that a scarf is a,clothing.,scarf,clothing,38,-1,"(-11.607833862304688, -5.803916931152344, [-7.932090759277344, -3.6757431030273438])",124439808,gpt2
It is true that a mitten is a,clothing.,mitten,clothing,39,1,"(-14.485275268554688, -7.242637634277344, [-10.598907470703125, -3.8863677978515625])",124439808,gpt2
It is false that a mitten is a,clothing.,mitten,clothing,39,-1,"(-14.7396240234375, -7.36981201171875, [-11.096763610839844, -3.6428604125976562])",124439808,gpt2
It is true that a slipper is a,clothing.,slipper,clothing,40,1,"(-14.186561584472656, -7.093280792236328, [-9.928817749023438, -4.257743835449219])",124439808,gpt2
It is false that a slipper is a,clothing.,slipper,clothing,40,-1,"(-13.752548217773438, -6.876274108886719, [-9.956840515136719, -3.7957077026367188])",124439808,gpt2
It is true that a hat is a,clothing.,hat,clothing,41,1,"(-11.081047058105469, -5.540523529052734, [-8.172134399414062, -2.9089126586914062])",124439808,gpt2
It is false that a hat is a,clothing.,hat,clothing,41,-1,"(-10.747024536132812, -5.373512268066406, [-8.319808959960938, -2.427215576171875])",124439808,gpt2
It is true that an overshoe is a,clothing.,overshoe,clothing,42,1,"(-12.920150756835938, -6.460075378417969, [-8.636398315429688, -4.28375244140625])",124439808,gpt2
It is false that an overshoe is a,clothing.,overshoe,clothing,42,-1,"(-12.245994567871094, -6.122997283935547, [-8.429168701171875, -3.8168258666992188])",124439808,gpt2
It is true that a glove is a,clothing.,glove,clothing,43,1,"(-12.351821899414062, -6.175910949707031, [-9.469886779785156, -2.8819351196289062])",124439808,gpt2
It is false that a glove is a,clothing.,glove,clothing,43,-1,"(-12.078849792480469, -6.039424896240234, [-9.369781494140625, -2.7090682983398438])",124439808,gpt2
It is true that an apron is a,clothing.,apron,clothing,44,1,"(-13.405845642089844, -6.702922821044922, [-8.78643798828125, -4.619407653808594])",124439808,gpt2
It is false that an apron is a,clothing.,apron,clothing,44,-1,"(-12.516700744628906, -6.258350372314453, [-8.434761047363281, -4.081939697265625])",124439808,gpt2
It is true that an earmuff is a,clothing.,earmuff,clothing,45,1,"(-13.782562255859375, -6.8912811279296875, [-10.574272155761719, -3.2082901000976562])",124439808,gpt2
It is false that an earmuff is a,clothing.,earmuff,clothing,45,-1,"(-13.861831665039062, -6.930915832519531, [-10.766281127929688, -3.095550537109375])",124439808,gpt2
It is true that a handkerchief is a,clothing.,handkerchief,clothing,46,1,"(-13.958641052246094, -6.979320526123047, [-9.403114318847656, -4.5555267333984375])",124439808,gpt2
It is false that a handkerchief is a,clothing.,handkerchief,clothing,46,-1,"(-13.12554931640625, -6.562774658203125, [-9.047805786132812, -4.0777435302734375])",124439808,gpt2
It is true that a purse is a,clothing.,purse,clothing,47,1,"(-12.253913879394531, -6.126956939697266, [-9.256217956542969, -2.9976959228515625])",124439808,gpt2
It is false that a purse is a,clothing.,purse,clothing,47,-1,"(-11.858367919921875, -5.9291839599609375, [-8.936347961425781, -2.9220199584960938])",124439808,gpt2
It is true that a hairband is a,clothing.,hairband,clothing,48,1,"(-13.483650207519531, -6.741825103759766, [-8.713905334472656, -4.769744873046875])",124439808,gpt2
It is false that a hairband is a,clothing.,hairband,clothing,48,-1,"(-12.82904052734375, -6.414520263671875, [-8.443450927734375, -4.385589599609375])",124439808,gpt2
It is true that a ring is a,clothing.,ring,clothing,49,1,"(-13.503974914550781, -6.751987457275391, [-10.333717346191406, -3.170257568359375])",124439808,gpt2
It is false that a ring is a,clothing.,ring,clothing,49,-1,"(-13.261337280273438, -6.630668640136719, [-10.37615966796875, -2.8851776123046875])",124439808,gpt2
It is true that an earring is a,clothing.,earring,clothing,50,1,"(-14.258056640625, -7.1290283203125, [-10.633186340332031, -3.6248703002929688])",124439808,gpt2
It is false that an earring is a,clothing.,earring,clothing,50,-1,"(-13.480697631835938, -6.740348815917969, [-10.162551879882812, -3.318145751953125])",124439808,gpt2
It is true that a watch is a,clothing.,watch,clothing,51,1,"(-12.48193359375, -6.240966796875, [-9.871978759765625, -2.609954833984375])",124439808,gpt2
It is false that a watch is a,clothing.,watch,clothing,51,-1,"(-13.007652282714844, -6.503826141357422, [-10.303993225097656, -2.7036590576171875])",124439808,gpt2
It is true that a cuff link is a,clothing.,cuff link,clothing,52,1,"(-15.734489440917969, -7.867244720458984, [-10.467300415039062, -5.267189025878906])",124439808,gpt2
It is false that a cuff link is a,clothing.,cuff link,clothing,52,-1,"(-15.35748291015625, -7.678741455078125, [-10.545463562011719, -4.812019348144531])",124439808,gpt2
It is true that a necklace is a,clothing.,necklace,clothing,53,1,"(-12.543174743652344, -6.271587371826172, [-9.2342529296875, -3.3089218139648438])",124439808,gpt2
It is false that a necklace is a,clothing.,necklace,clothing,53,-1,"(-12.123886108398438, -6.061943054199219, [-9.179786682128906, -2.9440994262695312])",124439808,gpt2
It is true that a bracelet is a,clothing.,bracelet,clothing,54,1,"(-12.888069152832031, -6.444034576416016, [-9.301307678222656, -3.586761474609375])",124439808,gpt2
It is false that a bracelet is a,clothing.,bracelet,clothing,54,-1,"(-12.704246520996094, -6.352123260498047, [-9.374984741210938, -3.3292617797851562])",124439808,gpt2
It is true that a cane is a,clothing.,cane,clothing,55,1,"(-14.54022216796875, -7.270111083984375, [-11.269683837890625, -3.270538330078125])",124439808,gpt2
It is false that a cane is a,clothing.,cane,clothing,55,-1,"(-14.186676025390625, -7.0933380126953125, [-11.185073852539062, -3.0016021728515625])",124439808,gpt2
It is true that orange is a,fruit.,orange,fruit,1,1,"(-9.567520141601562, -4.783760070800781, [-6.728767395019531, -2.8387527465820312])",124439808,gpt2
It is false that orange is a,fruit.,orange,fruit,1,-1,"(-7.736114501953125, -3.8680572509765625, [-5.9573974609375, -1.778717041015625])",124439808,gpt2
It is true that apple is a,fruit.,apple,fruit,2,1,"(-6.660545349121094, -3.330272674560547, [-4.2688446044921875, -2.3917007446289062])",124439808,gpt2
It is false that apple is a,fruit.,apple,fruit,2,-1,"(-5.472602844238281, -2.7363014221191406, [-3.8150711059570312, -1.65753173828125])",124439808,gpt2
It is true that banana is a,fruit.,banana,fruit,3,1,"(-6.5991363525390625, -3.2995681762695312, [-3.8023681640625, -2.7967681884765625])",124439808,gpt2
It is false that banana is a,fruit.,banana,fruit,3,-1,"(-5.334922790527344, -2.667461395263672, [-3.6608047485351562, -1.6741180419921875])",124439808,gpt2
It is true that peach is a,fruit.,peach,fruit,4,1,"(-6.941886901855469, -3.4709434509277344, [-3.797607421875, -3.1442794799804688])",124439808,gpt2
It is false that peach is a,fruit.,peach,fruit,4,-1,"(-5.085357666015625, -2.5426788330078125, [-3.1837158203125, -1.901641845703125])",124439808,gpt2
It is true that pear is a,fruit.,pear,fruit,5,1,"(-6.9673309326171875, -3.4836654663085938, [-4.3759307861328125, -2.591400146484375])",124439808,gpt2
It is false that pear is a,fruit.,pear,fruit,5,-1,"(-5.478507995605469, -2.7392539978027344, [-3.8399200439453125, -1.6385879516601562])",124439808,gpt2
It is true that apricot is a,fruit.,apricot,fruit,6,1,"(-7.296150207519531, -3.6480751037597656, [-4.5643310546875, -2.7318191528320312])",124439808,gpt2
It is false that apricot is a,fruit.,apricot,fruit,6,-1,"(-5.7935638427734375, -2.8967819213867188, [-4.0536346435546875, -1.73992919921875])",124439808,gpt2
It is true that tangerine is a,fruit.,tangerine,fruit,7,1,"(-9.866889953613281, -4.933444976806641, [-7.2470703125, -2.6198196411132812])",124439808,gpt2
It is false that tangerine is a,fruit.,tangerine,fruit,7,-1,"(-9.387657165527344, -4.693828582763672, [-7.572761535644531, -1.8148956298828125])",124439808,gpt2
It is true that plum is a,fruit.,plum,fruit,8,1,"(-8.125511169433594, -4.062755584716797, [-5.368080139160156, -2.7574310302734375])",124439808,gpt2
It is false that plum is a,fruit.,plum,fruit,8,-1,"(-6.429954528808594, -3.214977264404297, [-4.7019805908203125, -1.7279739379882812])",124439808,gpt2
It is true that grape is a,fruit.,grape,fruit,9,1,"(-6.589332580566406, -3.294666290283203, [-4.009269714355469, -2.5800628662109375])",124439808,gpt2
It is false that grape is a,fruit.,grape,fruit,9,-1,"(-5.55596923828125, -2.777984619140625, [-3.7933502197265625, -1.7626190185546875])",124439808,gpt2
It is true that nectarine is a,fruit.,nectarine,fruit,10,1,"(-10.902229309082031, -5.451114654541016, [-8.196746826171875, -2.7054824829101562])",124439808,gpt2
It is false that nectarine is a,fruit.,nectarine,fruit,10,-1,"(-9.145355224609375, -4.5726776123046875, [-7.3819122314453125, -1.7634429931640625])",124439808,gpt2
It is true that strawberry is a,fruit.,strawberry,fruit,11,1,"(-7.022697448730469, -3.5113487243652344, [-3.8056259155273438, -3.217071533203125])",124439808,gpt2
It is false that strawberry is a,fruit.,strawberry,fruit,11,-1,"(-5.36822509765625, -2.684112548828125, [-3.3759078979492188, -1.9923171997070312])",124439808,gpt2
It is true that grapefruit is a,fruit.,grapefruit,fruit,12,1,"(-6.883201599121094, -3.441600799560547, [-3.5509262084960938, -3.332275390625])",124439808,gpt2
It is false that grapefruit is a,fruit.,grapefruit,fruit,12,-1,"(-6.0140533447265625, -3.0070266723632812, [-3.595428466796875, -2.4186248779296875])",124439808,gpt2
It is true that berry is a,fruit.,berry,fruit,13,1,"(-7.2901611328125, -3.64508056640625, [-4.8030853271484375, -2.4870758056640625])",124439808,gpt2
It is false that berry is a,fruit.,berry,fruit,13,-1,"(-5.68817138671875, -2.844085693359375, [-4.1538238525390625, -1.5343475341796875])",124439808,gpt2
It is true that cherry is a,fruit.,cherry,fruit,14,1,"(-7.331977844238281, -3.6659889221191406, [-4.689552307128906, -2.642425537109375])",124439808,gpt2
It is false that cherry is a,fruit.,cherry,fruit,14,-1,"(-5.8805084228515625, -2.9402542114257812, [-4.2064666748046875, -1.674041748046875])",124439808,gpt2
It is true that pineapple is a,fruit.,pineapple,fruit,15,1,"(-6.681671142578125, -3.3408355712890625, [-3.7299346923828125, -2.9517364501953125])",124439808,gpt2
It is false that pineapple is a,fruit.,pineapple,fruit,15,-1,"(-5.102813720703125, -2.5514068603515625, [-3.3808746337890625, -1.7219390869140625])",124439808,gpt2
It is true that blackberry is a,fruit.,blackberry,fruit,16,1,"(-6.6992034912109375, -3.3496017456054688, [-3.8532867431640625, -2.845916748046875])",124439808,gpt2
It is false that blackberry is a,fruit.,blackberry,fruit,16,-1,"(-5.6793975830078125, -2.8396987915039062, [-3.8404769897460938, -1.8389205932617188])",124439808,gpt2
It is true that melon is a,fruit.,melon,fruit,17,1,"(-7.703643798828125, -3.8518218994140625, [-4.958404541015625, -2.7452392578125])",124439808,gpt2
It is false that melon is a,fruit.,melon,fruit,17,-1,"(-6.31195068359375, -3.155975341796875, [-4.563652038574219, -1.7482986450195312])",124439808,gpt2
It is true that blueberry is a,fruit.,blueberry,fruit,18,1,"(-7.0177001953125, -3.50885009765625, [-4.006996154785156, -3.0107040405273438])",124439808,gpt2
It is false that blueberry is a,fruit.,blueberry,fruit,18,-1,"(-5.7321014404296875, -2.8660507202148438, [-3.7762985229492188, -1.9558029174804688])",124439808,gpt2
It is true that raspberry is a,fruit.,raspberry,fruit,19,1,"(-8.91680908203125, -4.458404541015625, [-6.125053405761719, -2.7917556762695312])",124439808,gpt2
It is false that raspberry is a,fruit.,raspberry,fruit,19,-1,"(-7.390937805175781, -3.6954689025878906, [-5.626487731933594, -1.7644500732421875])",124439808,gpt2
It is true that lemon is a,fruit.,lemon,fruit,20,1,"(-6.839012145996094, -3.419506072998047, [-4.31329345703125, -2.5257186889648438])",124439808,gpt2
It is false that lemon is a,fruit.,lemon,fruit,20,-1,"(-5.502845764160156, -2.751422882080078, [-3.9770736694335938, -1.5257720947265625])",124439808,gpt2
It is true that black raspberry is a,fruit.,black raspberry,fruit,21,1,"(-7.84918212890625, -3.924591064453125, [-4.820457458496094, -3.0287246704101562])",124439808,gpt2
It is false that black raspberry is a,fruit.,black raspberry,fruit,21,-1,"(-6.44085693359375, -3.220428466796875, [-4.6336212158203125, -1.8072357177734375])",124439808,gpt2
It is true that boysenberry is a,fruit.,boysenberry,fruit,22,1,"(-7.609535217285156, -3.804767608642578, [-4.5432891845703125, -3.0662460327148438])",124439808,gpt2
It is false that boysenberry is a,fruit.,boysenberry,fruit,22,-1,"(-6.431388854980469, -3.2156944274902344, [-4.4350433349609375, -1.9963455200195312])",124439808,gpt2
It is true that watermelon is a,fruit.,watermelon,fruit,23,1,"(-6.722908020019531, -3.3614540100097656, [-3.7946701049804688, -2.9282379150390625])",124439808,gpt2
It is false that watermelon is a,fruit.,watermelon,fruit,23,-1,"(-5.2032318115234375, -2.6016159057617188, [-3.4159469604492188, -1.7872848510742188])",124439808,gpt2
It is true that cantaloupe is a,fruit.,cantaloupe,fruit,24,1,"(-9.712638854980469, -4.856319427490234, [-6.662567138671875, -3.0500717163085938])",124439808,gpt2
It is false that cantaloupe is a,fruit.,cantaloupe,fruit,24,-1,"(-8.388938903808594, -4.194469451904297, [-6.334686279296875, -2.0542526245117188])",124439808,gpt2
It is true that lime is a,fruit.,lime,fruit,25,1,"(-9.307365417480469, -4.653682708740234, [-6.652252197265625, -2.6551132202148438])",124439808,gpt2
It is false that lime is a,fruit.,lime,fruit,25,-1,"(-7.98046875, -3.990234375, [-6.322975158691406, -1.6574935913085938])",124439808,gpt2
It is true that tangelo is a,fruit.,tangelo,fruit,26,1,"(-12.731376647949219, -6.365688323974609, [-9.583244323730469, -3.14813232421875])",124439808,gpt2
It is false that tangelo is a,fruit.,tangelo,fruit,26,-1,"(-11.768112182617188, -5.884056091308594, [-9.175750732421875, -2.5923614501953125])",124439808,gpt2
It is true that papaya is a,fruit.,papaya,fruit,27,1,"(-8.275718688964844, -4.137859344482422, [-5.112022399902344, -3.1636962890625])",124439808,gpt2
It is false that papaya is a,fruit.,papaya,fruit,27,-1,"(-6.757415771484375, -3.3787078857421875, [-4.6633453369140625, -2.0940704345703125])",124439808,gpt2
It is true that honeydew is a,fruit.,honeydew,fruit,28,1,"(-8.462020874023438, -4.231010437011719, [-5.748878479003906, -2.7131423950195312])",124439808,gpt2
It is false that honeydew is a,fruit.,honeydew,fruit,28,-1,"(-7.204612731933594, -3.602306365966797, [-5.4034271240234375, -1.8011856079101562])",124439808,gpt2
It is true that fig is a,fruit.,fig,fruit,29,1,"(-8.240005493164062, -4.120002746582031, [-5.850128173828125, -2.3898773193359375])",124439808,gpt2
It is false that fig is a,fruit.,fig,fruit,29,-1,"(-7.66571044921875, -3.832855224609375, [-6.044990539550781, -1.6207199096679688])",124439808,gpt2
It is true that mango is a,fruit.,mango,fruit,30,1,"(-6.3660125732421875, -3.1830062866210938, [-3.3720932006835938, -2.9939193725585938])",124439808,gpt2
It is false that mango is a,fruit.,mango,fruit,30,-1,"(-4.783500671386719, -2.3917503356933594, [-2.96929931640625, -1.8142013549804688])",124439808,gpt2
It is true that guava is a,fruit.,guava,fruit,31,1,"(-8.317962646484375, -4.1589813232421875, [-5.226348876953125, -3.09161376953125])",124439808,gpt2
It is false that guava is a,fruit.,guava,fruit,31,-1,"(-6.747978210449219, -3.3739891052246094, [-4.746185302734375, -2.0017929077148438])",124439808,gpt2
It is true that pomegranate is a,fruit.,pomegranate,fruit,32,1,"(-7.447166442871094, -3.723583221435547, [-4.362678527832031, -3.0844879150390625])",124439808,gpt2
