ppo, pdo, tpo, tdo
an adult took a bowl to a guest .,an adult took a guest a bowl .,the professor made the key for the president .,the professor made the president the key .
the child supplied the coffee to the actor .,the child supplied the actor the coffee .,a soldier made a bottle for an administration .,a soldier made an administration a bottle .
the manager caught the box for the president .,the manager caught the president the box .,a student supplied a candy to a son .,a student supplied a son a candy .
the boy took the guitar to the lawyer .,the boy took the lawyer the guitar .,a student found a beer for an army .,a student found an army a beer .
a candidate promised a chicken to an adult .,a candidate promised an adult a chicken .,the reader caught the guitar for the manager .,the reader caught the manager the guitar .
the actress left the cup for the employer .,the actress left the employer the cup .,an attorney showed a coat to a band .,an attorney showed a band a coat .
the husband bought the key for the champion .,the husband bought the champion the key .,a kid gave a salad to an administration .,a kid gave an administration a salad .
the lady promised the chocolate to the buddy .,the lady promised the buddy the chocolate .,a prince drew a motor for a princess .,a prince drew a princess a motor .
the girl made the computer for the company .,the girl made the company the computer .,a wife threw a chocolate to a doctor .,a wife threw a doctor a chocolate .
a daughter saved a hat for a winner .,a daughter saved a winner a hat .,the husband took the flower to the cousin .,the husband took the cousin the flower .
a partner found a key for a company .,a partner found a company a key .,the secretary sold the tea to the cop .,the secretary sold the cop the tea .
the scientist supplied the pie to the club .,the scientist supplied the club the pie .,a child got a beer for an administration .,a child got an administration a beer .
the parent made the box for the army .,the parent made the army the box .,a physician sent a coffee to a band .,a physician sent a band a coffee .
the kid sold the coffee to the club .,the kid sold the club the coffee .,a singer found a chocolate for a teacher .,a singer found a teacher a chocolate .
the actor designed the knife for the doctor .,the actor designed the doctor the knife .,a wife brought a juice to a business .,a wife brought a business a juice .
the adult gave the camera to the company .,the adult gave the company the camera .,an army designed a glass for a band .,an army designed a band a glass .
the boy brought the juice to the aunt .,the boy brought the aunt the juice .,a leader caught a jacket for a singer .,a leader caught a singer a jacket .
the teacher sent the salad to the company .,the teacher sent the company the salad .,a prince kept an engine for a father .,a prince kept a father an engine .
the priest brought the chocolate to the administration .,the priest brought the administration the chocolate .,a lady found a coffee for a corporation .,a lady found a corporation a coffee .
the king found the cheese for the business .,the king found the business the cheese .,an uncle gave a chocolate to an administration .,an uncle gave an administration a chocolate .
a winner supplied a bag to a brother .,a winner supplied a brother a bag .,the uncle got the chocolate for the club .,the uncle got the club the chocolate .
the captain fed the candy to the worker .,the captain fed the worker the candy .,a boy kept a book for a teacher .,a boy kept a teacher a book .
the princess saved the flower for the club .,the princess saved the club the flower .,an employer took a newspaper to a husband .,an employer took a husband a newspaper .
a lawyer showed a gun to a corporation .,a lawyer showed a corporation a gun .,the minister saved the meal for the uncle .,the minister saved the uncle the meal .
a wife sold a candy to a club .,a wife sold a club a candy .,the son saved the salad for the administration .,the son saved the administration the salad .
the student showed the coffee to the nurse .,the student showed the nurse the coffee .,a wife left a beer for a father .,a wife left a father a beer .
the cop saved the beer for the adult .,the cop saved the adult the beer .,a man threw a bag to a captain .,a man threw a captain a bag .
